transfer_id_x,departure_object_id_x,arrival_object_id_x,departure_epoch_x,time_of_flight_x,revolutions_x,transfer_delta_v_x,atom_transfer_delta_v_x,atom_dv_ranking,combo,transfer_id_y,departure_object_id_y,arrival_object_id_y,departure_epoch_y,time_of_flight_y,revolutions_y,transfer_delta_v_y,atom_transfer_delta_v_y,lambert_dv_ranking
415200,1318,15206,2457399.50347,29600.0,0,1.88627083446,1.88812798685,210.0,1318-15206,415200,1318,15206,2457399.50347,29600.0,0,1.88627083446,1.88812798685,210.0
16994538,15206,14524,2457399.5463,24800.0,0,1.8887111753,1.89414606204,211.0,15206-14524,16994538,15206,14524,2457399.5463,24800.0,0,1.8887111753,1.89414606204,211.0
21781150,16294,862,2457399.52546,29600.0,0,1.89734570574,1.89561034141,212.0,16294-862,21781150,16294,862,2457399.52546,29600.0,0,1.89734570574,1.89561034141,212.0
15402538,14135,8331,2457399.5,24800.0,0,1.90039813555,1.90017098085,213.0,14135-8331,15402538,14135,8331,2457399.5,24800.0,0,1.90039813555,1.90017098085,213.0
4850850,7800,13897,2457399.51852,29600.0,0,1.9005884581,1.90081086906,214.0,7800-13897,4850850,7800,13897,2457399.51852,29600.0,0,1.9005884581,1.90081086906,214.0
1654597,4298,15206,2457399.54745,28400.0,0,1.90133151632,1.90190781286,215.0,4298-15206,1654597,4298,15206,2457399.54745,28400.0,0,1.90133151632,1.90190781286,215.0
8289250,9980,11909,2457399.53935,29600.0,0,1.90224017647,1.90249524671,216.0,9980-11909,8289250,9980,11909,2457399.53935,29600.0,0,1.90224017647,1.90249524671,216.0
22265029,16295,17563,2457399.5,21200.0,0,1.90610694676,1.9054057225,217.0,16295-17563,22265029,16295,17563,2457399.5,21200.0,0,1.90610694676,1.9054057225,217.0
12983618,12679,11550,2457399.52546,16800.0,0,1.91066077806,1.9084147743,218.0,12679-11550,12983618,12679,11550,2457399.52546,16800.0,0,1.91066077806,1.9084147743,218.0
23390000,17081,11909,2457399.55671,29600.0,0,1.9113437566,1.91051360729,219.0,17081-11909,23390000,17081,11909,2457399.55671,29600.0,0,1.9113437566,1.91051360729,220.0
12197480,11909,8701,2457399.55671,21600.0,0,1.91130779405,1.91065072998,220.0,11909-8701,12197480,11909,8701,2457399.55671,21600.0,0,1.91130779405,1.91065072998,219.0
